message_id,message,verdict,scam_type,risk_level,evidence,requested_action,language,category,confidence,source,contains_url,contains_phone,asks_for_otp,asks_for_upi_pin,asks_for_money,impersonates_authority,urgency
IND-01307,Your FASTag will be blocked tonight. Recharge ₹500 immediately through this link.,SCAM,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,ENGLISH,Transport,0.93,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-01895,Your train ticket booking is confirmed. PNR 4512789630. Check journey details through the official railway service. Check the official portal for details.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Railway,0.91,public_dataset_derived,0,0,0,0,0,1,LOW
IND-04034,From tomorrow all UPI transactions will have a mandatory 50% government tax. Forward this urgently.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.88,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-01814,Delivery attempt was unsuccessful. You can reschedule through the official courier website or app.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Courier,0.91,public_dataset_derived,0,0,0,0,0,0,LOW
IND-03043,Mujhe ye message aaya: A message says my social media account will close and gives an unfamiliar login link. I haven't clicked it.,SUSPICIOUS,ACCOUNT_TAKEOVER,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.82,synthetic_augmented,0,0,0,0,0,0,HIGH
IND-02792,"Security reminder: bank staff will never ask for your OTP, UPI PIN, CVV or password.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Banking,0.99,public_dataset_derived,0,0,1,1,0,1,LOW
IND-01257,"Part-time job available: earn ₹5,000 daily. Send ₹499 security deposit and Aadhaar copy to start.",SCAM,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,ENGLISH,Employment,0.96,public_dataset_derived,0,0,0,0,1,1,HIGH
IND-04811,"Sabko forward karein: No income tax return is required for anyone earning below a certain salary, regardless of other income.",FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.86,synthetic_augmented,0,0,0,0,0,1,MEDIUM
IND-00513,"Madam, Income Tax Department: click http://refund.example to claim your pending refund today.",SCAM,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.88,public_dataset_derived,1,0,0,0,0,1,HIGH
IND-00196,"Bhai, CBI officer here. A money laundering case is registered against your Aadhaar. Transfer ₹20,000 for verification.",SCAM,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.88,public_dataset_derived,0,0,0,0,1,1,HIGH
IND-04439,"Sabko forward karein: No income tax return is required for anyone earning below a certain salary, regardless of other income.",FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.92,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-01397,Turant check karein: Your FASTag will be blocked tonight. Recharge ₹500 immediately through this link.,SCAM,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINDI_ROMAN,Transport,0.91,synthetic_augmented,0,0,0,0,1,0,CRITICAL
IND-02802,"Your UPI refund of ₹499 has been processed. Check your bank statement or official app for confirmation. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,UPI,0.93,public_dataset_derived,0,0,1,0,1,1,LOW
IND-02914,Your parcel has been shipped and is expected to arrive tomorrow. Track it using the courier company's official application.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Courier,0.91,public_dataset_derived,0,0,0,0,0,0,LOW
IND-02790,"For Aadhaar services, use the official UIDAI website or authorised centre. Never share OTP with anyone.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Aadhaar,0.99,public_dataset_derived,0,0,1,0,0,1,LOW
IND-03845,Mujhe ye message aaya: A message says my social media account will close and gives an unfamiliar login link. I haven't clicked it.,SUSPICIOUS,ACCOUNT_TAKEOVER,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.72,synthetic_augmented,0,0,0,0,0,0,HIGH
IND-04660,"Guys please forward: Government is giving ₹10,000 to every citizen who forwards this message to 10 groups.",FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.82,synthetic_augmented,0,0,0,0,1,1,HIGH
IND-02941,"Security reminder: bank staff will never ask for your OTP, UPI PIN, CVV or password. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Banking,0.97,public_dataset_derived,0,0,1,1,0,1,LOW
IND-02513,"Delivery attempt was unsuccessful. You can reschedule through the official courier website or app. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Courier,0.97,public_dataset_derived,0,0,1,0,0,0,LOW
IND-02179,Guys kal project review 4 baje lab mein hai. Please bring your laptop.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,College,0.95,public_dataset_derived,0,0,0,0,0,0,LOW
IND-01192,"Urgent hai: Urgent help needed for a child. Please send ₹1,000 to this personal UPI ID immediately. No time for verification.",SCAM,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINGLISH,Charity,0.89,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-01635,Your UPI refund of ₹499 has been processed. Check your bank statement or official app for confirmation.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,UPI,0.93,public_dataset_derived,0,0,0,0,1,1,LOW
IND-00340,Urgent hai: Your meter has been flagged. Pay the pending amount now or your connection will be terminated today.,SCAM,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINGLISH,Utilities,0.99,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-00450,"Refund pending. To receive ₹1,499, enter your UPI PIN on the link http://refund-check.example.",SCAM,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,ENGLISH,UPI,0.96,synthetic_augmented,1,0,0,1,1,0,HIGH
IND-00445,Your bank account has been flagged. Call +91 9876543210 and provide the OTP to cancel the transaction.,SCAM,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,ENGLISH,Banking,0.89,public_dataset_derived,0,1,1,0,0,1,CRITICAL
IND-00146,"Bhai, Income Tax refund of ₹18,500 is pending. Confirm PAN, bank details and OTP at http://tax-refund.example.",SCAM,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.95,public_dataset_derived,1,0,1,0,1,1,HIGH
IND-00172,"Limited investment opportunity: zero risk and guaranteed profit. Send ₹5,000 today to activate your account.",SCAM,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,ENGLISH,Investment,0.95,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-00473,"Bahut zaroori hai: Supreme Court cyber team here. You are under digital arrest due to money laundering. Transfer ₹50,000 for verification.",SCAM,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.96,public_dataset_derived,0,0,0,0,1,1,HIGH
IND-01329,Kripya dhyan dein: Loan verification requires an advance payment of ₹799 and PAN/Aadhaar on WhatsApp.,SCAM,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINDI_ROMAN,Loans,0.9,public_dataset_derived,0,0,0,0,1,1,HIGH
IND-01943,"Transaction alert: ₹2,450 was debited from your account. If you did not make this transaction, use the official bank app to report it.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Banking,0.93,public_dataset_derived,0,0,0,0,1,1,LOW
IND-00017,Kripya dhyan dein: Your meter has been flagged. Pay the pending amount now or your connection will be terminated today.,SCAM,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINDI_ROMAN,Utilities,0.91,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-03503,"Guys, A caller claiming to be from my bank asked for an OTP to cancel a transaction. I did not share it.",SUSPICIOUS,BANK_IMPERSONATION,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.74,synthetic_augmented,0,0,1,0,0,1,HIGH
IND-03805,This message says I won a shopping voucher but asks me to pay a small fee first. Has anyone verified it?,SUSPICIOUS,LOTTERY_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.71,synthetic_augmented,0,0,0,0,1,0,MEDIUM
IND-04958,Bahut important khabar: All domestic flights are free for senior citizens this weekend. No booking is required.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.82,synthetic_augmented,0,0,0,0,0,0,HIGH
IND-04463,Sabko forward karein: UPI PIN is required to receive money. Share your PIN with the sender.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.93,synthetic_augmented,0,0,0,1,0,0,HIGH
IND-04181,Bahut important khabar: From tomorrow all UPI transactions will have a mandatory 50% government tax. Forward this urgently.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.76,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-04845,From tomorrow all UPI transactions will have a mandatory 50% government tax. Forward this urgently.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.93,synthetic_augmented,0,0,0,0,0,1,MEDIUM
IND-00724,Flood relief collection: donate immediately through this unfamiliar payment link.,SCAM,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,ENGLISH,Charity,0.91,public_dataset_derived,0,0,0,0,1,0,CRITICAL
IND-02197,Your parcel has been shipped and is expected to arrive tomorrow. Track it using the courier company's official application. Check the official portal for details.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Courier,0.99,public_dataset_derived,0,0,0,0,0,0,LOW
IND-02392,"Your electricity bill of ₹1,850 is due on 25 August. Pay through the official electricity provider app or website. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Utilities,0.9,public_dataset_derived,0,0,1,0,1,0,LOW
IND-02216,"Bhai tera parcel aa gaya hai, main reception pe rakh raha hoon. Check the official portal for details.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Delivery,0.94,public_dataset_derived,0,0,0,0,0,0,LOW
IND-02900,"Maine ₹500 UPI se bhej diye hain, transaction ID bhi aa gayi hai. Please verify through the official app.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,UPI,0.96,public_dataset_derived,0,0,0,0,1,0,LOW
IND-00259,Your WhatsApp account will be permanently disabled today. Click http://appeal.example and enter your login code.,SCAM,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,ENGLISH,Account security,0.92,synthetic_augmented,1,0,0,0,0,0,HIGH
IND-04420,IRCTC is giving free train tickets to anyone who registers through this forwarded WhatsApp form.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.92,synthetic_augmented,0,0,0,0,0,1,MEDIUM
IND-04350,Important hai: From tomorrow all UPI transactions will have a mandatory 50% government tax. Forward this urgently.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.78,synthetic_augmented,0,0,0,0,0,1,MEDIUM
IND-02335,Aapka OTP 456789 hai. Kisi ke saath share mat karna. Please verify through the official app.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Banking,0.95,public_dataset_derived,0,0,1,0,0,0,LOW
IND-03618,Kripya check karein: This message says I won a shopping voucher but asks me to pay a small fee first. Has anyone verified it?,SUSPICIOUS,LOTTERY_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.83,synthetic_augmented,0,0,0,0,1,0,MEDIUM
IND-00931,"Your electricity connection will be disconnected tonight due to unpaid bill. Pay ₹1,850 at http://power-pay.example.",SCAM,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,ENGLISH,Utilities,0.96,public_dataset_derived,1,0,0,0,1,0,CRITICAL
IND-04074,"Bhai sabko bhejo: Government is giving ₹10,000 to every citizen who forwards this message to 10 groups.",FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.87,synthetic_augmented,0,0,0,0,1,1,MEDIUM
IND-02157,"Maine ₹500 UPI se bhej diye hain, transaction ID bhi aa gayi hai. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,UPI,0.92,public_dataset_derived,0,0,1,0,1,0,LOW
IND-03924,A forwarded donation request asks for money but gives no verifiable organisation details.,SUSPICIOUS,CHARITY_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.85,synthetic_augmented,0,0,0,0,0,0,MEDIUM
IND-03353,"Guys, A parcel-fee message came from an unknown number and asks for ₹499 through a link. Is it genuine?",SUSPICIOUS,COURIER_FRAUD,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.74,synthetic_augmented,0,0,0,0,1,0,MEDIUM
IND-01973,"Aapka OTP 456789 hai. Kisi ke saath share mat karna. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Banking,0.95,public_dataset_derived,0,0,1,0,0,0,LOW
IND-02234,"Reminder: check your income-tax filing status through the official government tax portal. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Tax,0.92,public_dataset_derived,0,0,1,0,0,1,LOW
IND-02666,Reminder: check your income-tax filing status through the official government tax portal. Please verify through the official app.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Tax,0.94,public_dataset_derived,0,0,0,0,0,1,LOW
IND-00085,Urgent hai: FedEx parcel alert: your package cannot be delivered until ₹799 is paid. Pay now to avoid return.,SCAM,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINGLISH,Courier,0.92,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-00344,"You have been shortlisted for a government job. Pay ₹1,000 registration fee to receive your appointment letter.",SCAM,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,ENGLISH,Employment,0.9,public_dataset_derived,0,0,0,0,1,1,HIGH
IND-00618,"Your refund is ready. Enter card number, CVV and OTP at http://refund-portal.example.",SCAM,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,ENGLISH,Phishing,0.93,synthetic_augmented,1,0,1,0,0,0,HIGH
IND-02478,Reminder: check your income-tax filing status through the official government tax portal. Check the official portal for details.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Tax,0.9,public_dataset_derived,0,0,0,0,0,1,LOW
IND-03350,A caller claiming to be from my bank asked for an OTP to cancel a transaction. I did not share it.,SUSPICIOUS,BANK_IMPERSONATION,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.79,synthetic_augmented,0,0,1,0,0,1,HIGH
IND-03085,"Guys, Someone claiming to be police contacted me on WhatsApp and demanded money. I am checking whether it is legitimate.",SUSPICIOUS,POLICE_IMPERSONATION,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.81,synthetic_augmented,0,0,0,0,0,1,MEDIUM
IND-01008,Turant check karein: Your bank account has been flagged. Call +91 9876543210 and provide the OTP to cancel the transaction.,SCAM,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,HINDI_ROMAN,Banking,0.95,synthetic_augmented,0,1,1,0,0,1,HIGH
IND-02072,"Transaction alert: ₹2,450 was debited from your account. If you did not make this transaction, use the official bank app to report it. Please verify through the official app.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Banking,0.97,public_dataset_derived,0,0,0,0,1,1,LOW
IND-02552,"Bhai ghar pahunch gaya hoon. Dinner ke baad call karta hoon. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Family,0.91,public_dataset_derived,0,0,1,0,0,0,LOW
IND-03851,A message says my social media account will close and gives an unfamiliar login link. I haven't clicked it.,SUSPICIOUS,ACCOUNT_TAKEOVER,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.86,synthetic_augmented,0,0,0,0,0,0,MEDIUM
IND-00206,"Your electricity connection will be disconnected tonight due to unpaid bill. Pay ₹1,850 at http://power-pay.example.",SCAM,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,ENGLISH,Utilities,0.98,public_dataset_derived,1,0,0,0,1,0,HIGH
IND-04278,The government has announced 5 lakh permanent jobs for anyone who forwards this message.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.79,synthetic_augmented,0,0,0,0,0,1,MEDIUM
IND-03718,Kripya check karein: A caller claiming to be from my bank asked for an OTP to cancel a transaction. I did not share it.,SUSPICIOUS,BANK_IMPERSONATION,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.77,synthetic_augmented,0,0,1,0,0,1,MEDIUM
IND-00225,"Urgent hai: Refund pending. To receive ₹1,499, enter your UPI PIN on the link http://refund-check.example.",SCAM,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINGLISH,UPI,0.89,synthetic_augmented,1,0,0,1,1,0,CRITICAL
IND-01902,"Maine ₹500 UPI se bhej diye hain, transaction ID bhi aa gayi hai. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,UPI,0.98,public_dataset_derived,0,0,1,0,1,0,LOW
IND-03331,"Bhai, Someone offered me a work-from-home job but wants a ₹500 joining fee first. I am unsure if it is genuine.",SUSPICIOUS,JOB_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.77,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-02020,UPI payment of ₹850 to XYZ Store was successful. Transaction reference TXN872319.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,UPI,0.9,public_dataset_derived,0,0,0,0,1,0,LOW
IND-02954,Aadhaar update ke liye nearest authorised centre ya official UIDAI portal use karein. Please verify through the official app.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Government,0.98,public_dataset_derived,0,0,0,0,0,1,LOW
IND-03327,Mujhe ek message mila hai: Someone offered me a work-from-home job but wants a ₹500 joining fee first. I am unsure if it is genuine.,SUSPICIOUS,JOB_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.89,synthetic_augmented,0,0,0,0,1,0,MEDIUM
IND-04656,The government has announced 5 lakh permanent jobs for anyone who forwards this message.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.87,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-04004,UPI PIN is required to receive money. Share your PIN with the sender.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.92,synthetic_augmented,0,0,0,1,0,0,MEDIUM
IND-00005,"Madam, Click http://secure-login.example to prevent your WhatsApp account from being disabled.",SCAM,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.96,public_dataset_derived,1,0,0,0,0,0,HIGH
IND-02743,"For Aadhaar services, use the official UIDAI website or authorised centre. Never share OTP with anyone. Check the official portal for details.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Aadhaar,0.91,public_dataset_derived,0,0,1,0,0,1,LOW
IND-02104,Bhai ghar pahunch gaya hoon. Dinner ke baad call karta hoon. Please verify through the official app.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Family,0.97,public_dataset_derived,0,0,0,0,0,0,LOW
IND-03196,Mujhe ye message aaya: A forwarded donation request asks for money but gives no verifiable organisation details.,SUSPICIOUS,CHARITY_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.76,synthetic_augmented,0,0,0,0,0,0,HIGH
IND-01539,Bhai ghar pahunch gaya hoon. Dinner ke baad call karta hoon.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Family,0.97,public_dataset_derived,0,0,0,0,0,0,LOW
IND-01114,Your account needs phone verification. Please reply with the OTP to complete the security check.,SCAM,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,ENGLISH,Banking,0.97,public_dataset_derived,0,0,1,0,0,0,CRITICAL
IND-03022,Someone claiming to be police contacted me on WhatsApp and demanded money. I am checking whether it is legitimate.,SUSPICIOUS,POLICE_IMPERSONATION,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.77,synthetic_augmented,0,0,0,0,0,1,MEDIUM
IND-01408,"Bahut zaroori hai: Guaranteed 3X return in 7 days. Transfer ₹10,000 to our UPI account and our expert will trade for you.",SCAM,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,HINDI_ROMAN,Investment,0.89,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-04875,Bahut important khabar: IRCTC is giving free train tickets to anyone who registers through this forwarded WhatsApp form.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.8,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-04457,Bahut important khabar: The government has announced 5 lakh permanent jobs for anyone who forwards this message.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.85,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-04621,Bahut important khabar: UPI PIN is required to receive money. Share your PIN with the sender.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.94,synthetic_augmented,0,0,0,1,0,0,HIGH
IND-04001,Sabko forward karein: ₹500 notes will stop being legal tender tonight. Exchange them immediately.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.94,synthetic_augmented,0,0,0,0,1,0,MEDIUM
IND-01609,Guys kal project review 4 baje lab mein hai. Please bring your laptop.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,College,0.97,public_dataset_derived,0,0,0,0,0,0,LOW
IND-03226,A forwarded donation request asks for money but gives no verifiable organisation details.,SUSPICIOUS,CHARITY_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.85,synthetic_augmented,0,0,0,0,0,0,HIGH
IND-04198,Sabko forward karein: IRCTC is giving free train tickets to anyone who registers through this forwarded WhatsApp form.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.8,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-03710,A parcel-fee message came from an unknown number and asks for ₹499 through a link. Is it genuine?,SUSPICIOUS,COURIER_FRAUD,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.76,synthetic_augmented,0,0,0,0,1,0,MEDIUM
IND-03802,Mujhe ek message mila hai: A WhatsApp group promises guaranteed crypto returns and asks members to transfer money. Can this be verified?,SUSPICIOUS,INVESTMENT_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.9,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-02155,"Bhai tera parcel aa gaya hai, main reception pe rakh raha hoon. Please verify through the official app.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Delivery,0.92,public_dataset_derived,0,0,0,0,0,0,LOW
IND-02286,"Your electricity bill of ₹1,850 is due on 25 August. Pay through the official electricity provider app or website. Please verify through the official app.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Utilities,0.94,public_dataset_derived,0,0,0,0,1,0,LOW
IND-00857,"Please dhyan do, CBI officer here. A money laundering case is registered against your Aadhaar. Transfer ₹20,000 for verification.",SCAM,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.89,public_dataset_derived,0,0,0,0,1,1,HIGH
